CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
13686,182,1,70,72,72,8,0,4,9,1,0,0,72,0,0
13689,63,1,512,910,910,6,0,4,13,1,0,0,910,0,0
13690,59,1,67,172.25,172.25,9,0,1,15,1,0,0,172.25,0,0
13692,24,4,1225,1473.37,368.3425,48,4,6,12,1,1,0.25,491.1233333,441.9144707,-119.945
13693,325,2,-6,-32,-16,4,0,1,15,1,2,1,-32,0,0
13695,31,15,1599,2444.13,162.942,45,2.682352941,4,14,1,0,0,271.57,212.0185528,32.46916667
13697,38,1,177,151.3,151.3,12,0,1,9,1,0,0,151.3,0,0
13699,155,1,66,308.58,308.58,14,0,3,16,1,0,0,308.58,0,0
13700,26,10,2281,2248.63,224.863,139,1.559585492,3,11,1,0,0,321.2328571,106.9638127,15.50107143
13704,5,10,1528,2295.31,229.531,111,0.619402985,1,15,1,1,0.1,573.8275,514.314628,-374.067
13705,7,3,363,711.86,237.2866667,25,13.55555556,0,9,1,0,0,237.2866667,70.44095778,-64.48
13706,302,1,189,330.79,330.79,20,0,3,9,1,0,0,330.79,0,0
13707,267,2,351,806.41,403.205,48,1.021276596,4,13,1,0,0,403.205,254.848355,-360.41
13708,271,1,300,283.33,283.33,48,0,6,13,1,0,0,283.33,0,0
13709,3,17,3493,6228.71,366.3947059,244,0.906976744,4,14,1,4,0.235294118,889.8157143,600.8132224,23.62071429
13710,31,1,176,180.48,180.48,8,0,1,8,1,0,0,180.48,0,0
13711,218,2,140,252.06,126.03,11,0,3,10,1,0,0,252.06,0,0
13712,246,1,352,228.84,228.84,10,0,3,12,1,0,0,228.84,0,0
13715,281,8,554,1051.99,131.49875,89,0.858490566,2,12,1,3,0.375,350.6633333,185.3973393,-168.395
13716,269,1,138,138.28,138.28,21,0,1,13,1,0,0,138.28,0,0
13717,32,7,1958,1432.26,204.6085714,92,2.607843137,0,14,1,1,0.142857143,238.71,54.65545499,-11.69885714
13718,246,2,173,306.55,153.275,9,4.454545455,3,11,1,0,0,153.275,55.47252698,78.45
13719,15,5,609,1041.68,208.336,56,3.711864407,3,15,1,0,0,260.42,136.8873656,100.33
13720,116,4,500,784.9,196.225,41,3.365853659,2,9,1,0,0,196.225,74.54299095,-11.7
13721,36,1,316,524.14,524.14,28,0,3,14,1,0,0,524.14,0,0
13722,120,4,1400,2369.16,592.29,75,1.905882353,2,11,1,1,0.25,789.72,742.4436113,-734.86
13723,217,1,43,199.85,199.85,6,0,4,17,1,0,0,199.85,0,0
13725,49,11,659,1809.81,164.5281818,97,2.213675214,4,12,1,3,0.272727273,301.635,560.0343014,-211.3031429
13726,38,2,1054,1079.66,539.83,39,1.512195122,2,11,1,0,0,539.83,349.5228819,494.3
13727,28,2,162,333.48,166.74,19,0.263157895,6,12,1,0,0,333.48,0,0
13728,36,6,458,1016.14,169.3566667,38,4.419354839,2,10,1,0,0,169.3566667,27.99469997,6.523428571
13730,135,2,488,752.6,376.3,38,0.619047619,4,12,1,0,0,752.6,0,0
13731,219,2,278,610.59,305.295,36,0.72972973,3,10,1,0,0,305.295,3.995153314,-5.65
13732,28,1,498,491.86,491.86,33,0,4,15,1,0,0,491.86,0,0
13735,24,8,1081,2764.48,345.56,161,1.019417476,1,11,1,4,0.5,691.12,283.0468492,-78.92
13736,5,3,492,721.9,240.6333333,167,1.328125,6,15,1,1,0.333333333,360.95,16.00889753,22.64
13737,200,1,125,339.6,339.6,29,0,0,16,1,0,0,339.6,0,0
13739,18,1,54,216.9,216.9,3,0,0,13,1,0,0,216.9,0,0
13740,240,1,425,350.75,350.75,23,0,2,10,1,0,0,350.75,0,0
13741,71,4,217,666.33,166.5825,34,4.294117647,3,9,1,1,0.25,222.11,74.67764793,72.22
13742,16,14,1107,3079.27,219.9478571,200,0.968152866,6,14,1,2,0.142857143,439.8957143,307.9105322,-21.42214286
13743,2,8,1775,1340.15,167.51875,8,6.268292683,4,14,1,1,0.125,223.3583333,64.15511466,14.45514286
13744,95,2,1153,1080.52,540.26,54,3.177419355,6,14,1,0,0,540.26,391.8220096,-554.12
13745,151,2,486,291.54,145.77,25,0.44,3,16,1,1,0.5,145.77,218.1707263,-308.54
13748,95,5,439,948.25,189.65,24,10.2962963,0,9,1,0,0,316.0833333,97.18194705,81.7
13750,53,5,516,1647.26,329.452,20,12.30434783,1,15,1,0,0,329.452,21.88426535,-2.754
13751,288,1,152,296.25,296.25,9,0,3,15,1,0,0,296.25,0,0
13752,124,6,873,1145.38,190.8966667,63,1.671232877,6,14,1,0,0,229.076,140.3912908,-52.517
13753,287,1,512,741.26,741.26,35,0,4,12,1,0,0,741.26,0,0
13754,151,2,214,282.6,141.3,11,15.09090909,2,14,1,0,0,141.3,20.78893937,-29.4
13755,3,10,1219,2101.39,210.139,232,0.186915888,0,13,1,1,0.1,700.4633333,478.6726013,-364.28
13756,2,15,3164,5145.12,343.008,66,2.570422535,2,9,1,1,0.066666667,571.68,304.6250059,18.8185
13758,11,7,1844,3190.55,455.7928571,104,3.120689655,6,15,1,0,0,638.11,255.8085856,71.133
13759,33,2,287,659.41,329.705,24,1.583333333,3,15,1,0,0,329.705,326.2661399,-461.41
13760,54,2,197,286.79,143.395,50,3.607142857,6,16,1,0,0,143.395,11.74504364,16.61
13761,50,2,642,1070.65,535.325,68,1.869565217,3,14,1,0,0,535.325,61.68092452,87.23
13762,204,2,0,3.55271E-15,1.77636E-15,7,1.076923077,3,9,1,1,0.5,3.55271E-15,0,0
13763,63,3,725,1689.46,563.1533333,17,6.75,4,15,1,2,0.666666667,563.1533333,997.5028875,865.98
13764,70,3,923,1516.42,505.4733333,182,1.302439024,3,12,1,0,0,505.4733333,65.04497239,36.62
13769,2,16,1152,2771.87,173.241875,73,2.570422535,0,13,1,6,0.375,277.187,115.3921391,3.607818182
13771,64,5,1476,2631.7,526.34,114,1.537815126,2,14,1,1,0.2,657.925,499.3804904,29.8
13772,33,3,540,1122.63,374.21,141,1.197674419,6,11,1,0,0,374.21,126.4771564,105.62
13774,81,1,192,345,345,22,0,0,12,1,0,0,345,0,0
13778,103,1,70,178.7,178.7,9,0,6,15,1,0,0,178.7,0,0
13780,7,2,318,360.01,180.005,56,2.910714286,4,13,1,0,0,180.005,90.12075926,127.45
13781,250,1,30,127.84,127.84,17,0,6,12,1,0,0,127.84,0,0
13782,12,6,369,908.86,151.4766667,96,2.8125,6,12,1,0,0,181.772,47.45981742,4.089
13784,9,11,2493,2462.79,223.89,9,10.76666667,3,9,1,0,0,273.6433333,244.4792269,-0.021
13786,367,1,136,230.4,230.4,7,0,1,13,1,0,0,230.4,0,0
13787,75,2,337,309.04,154.52,24,9.633333333,6,12,1,0,0,154.52,68.05195662,96.24
13790,4,1,748,348.8,348.8,45,0,0,15,1,0,0,348.8,0,0
13791,43,3,828,1047.68,349.2266667,7,7.8125,3,16,1,1,0.333333333,349.2266667,730.2930331,-702.66
13792,66,2,92,195.55,97.775,13,18.41666667,1,14,1,0,0,97.775,32.77439931,46.35
13799,116,2,402,688.86,344.43,32,4.684210526,0,12,1,0,0,344.43,3.860803025,5.46
13800,309,1,331,558.32,558.32,33,0,3,12,1,0,0,558.32,0,0
13801,66,1,168,324.8,324.8,23,0,1,10,1,0,0,324.8,0,0
13802,138,6,2281,3906.27,651.045,57,3.415384615,2,10,1,3,0.5,976.5675,909.963134,432.331
13803,255,1,121,277.07,277.07,17,0,1,12,1,0,0,277.07,0,0
13804,30,7,1462,2588.39,369.77,124,1.932835821,2,12,1,0,0,647.0975,221.4866334,-86.347
13805,52,2,1900,924.6,462.3,10,6.416666667,1,14,1,0,0,462.3,53.65526256,-75.88
13806,63,1,56,256.38,256.38,10,0,4,11,1,0,0,256.38,0,0
13807,367,1,36,112.6,112.6,7,0,1,15,1,0,0,112.6,0,0
13808,5,5,782,1747.66,349.532,70,1.213333333,6,12,1,0,0,582.5533333,308.1752075,-246.97
13809,305,1,29,155.05,155.05,11,0,0,13,0,0,0,155.05,0,0
13810,28,2,307,827.51,413.755,30,0.903225806,4,12,0,0,0,413.755,262.6830981,-371.49
13811,183,2,63,519.75,259.875,5,6.222222222,3,9,0,0,0,259.875,52.5026785,74.25
13812,42,3,330,485,161.6666667,32,1.96875,4,12,0,0,0,242.5,25.79525538,-36.48
13813,39,5,539,1155.41,231.082,53,1.439393939,0,10,0,1,0.2,288.8525,212.5341848,56.483
13814,56,3,862,1562.12,520.7066667,37,1.421052632,0,13,0,1,0.333333333,520.7066667,496.4244403,-317.27
13815,22,5,2537,3654.91,730.982,131,1.710982659,0,13,0,1,0.2,913.7275,728.3066399,-161.339
13816,23,4,256,483.04,120.76,26,1.366666667,3,14,0,2,0.5,241.52,96.46350709,-136.42
13817,29,2,208,328.98,164.49,19,15.33333333,3,17,0,0,0,164.49,76.07054752,107.58
13819,301,3,1109,1140.35,380.1166667,26,0.514285714,0,10,1,0,0,570.175,228.9258204,323.75
13821,144,2,153,385.64,192.82,51,2.017241379,2,11,1,0,0,192.82,109.3611348,-154.66
13822,5,2,611,632,316,90,0.368421053,6,15,1,0,0,316,215.4978626,-304.76
13823,18,2,439,957.66,478.83,39,1.871794872,4,10,1,0,0,478.83,242.6649052,-343.18
13824,32,5,768,1698.94,339.788,34,6.177777778,2,8,1,0,0,339.788,213.2000641,-81
13826,158,2,81,179.55,89.775,10,1.8,3,13,1,1,0.5,89.775,141.0324475,-199.45
13827,57,3,138,409.8,136.6,83,0.945054945,4,11,1,0,0,204.9,135.5665121,-191.72
13828,22,1,311,209.49,209.49,15,0,3,16,1,0,0,209.49,0,0
13831,16,6,743,2198.45,366.4083333,58,4.971830986,0,13,1,0,0,439.69,140.6367502,-34.645
13832,17,2,25,40.95,20.475,3,0.666666667,6,15,1,1,0.5,40.95,0,0
13833,159,1,117,383.85,383.85,28,0,6,13,1,0,0,383.85,0,0
13835,25,4,442,834.57,208.6425,48,3.518518519,6,15,1,0,0,208.6425,96.69237108,-71.369
13837,211,2,182,266.59,133.295,17,6.235294118,3,12,1,0,0,133.295,34.28760782,48.49
13838,5,4,254,674.82,168.705,144,2.219512195,6,10,1,0,0,224.94,15.60701124,-11.69
13842,58,9,1768,3385.62,376.18,155,1.502439024,2,10,1,0,0,376.18,133.9406697,36.12016667
13844,11,1,196,361.62,361.62,20,0,0,13,1,0,0,361.62,0,0
13845,64,1,182,312.98,312.98,9,0,3,8,1,0,0,312.98,0,0
13846,24,4,383,847.61,211.9025,56,5.894736842,1,16,1,1,0.25,282.5366667,112.882548,-105.135
13848,92,3,3700,1255,418.3333333,3,68.5,1,10,1,0,0,418.3333333,170.3183294,0
13849,51,2,1016,1537.95,768.975,97,1.19,2,10,1,0,0,768.975,248.0459878,350.79
13851,95,3,1705,2651.46,883.82,77,2.4125,2,14,1,0,0,883.82,560.3088074,525.93
13853,8,2,304,1056.94,528.47,23,2.130434783,3,14,1,1,0.5,528.47,794.3213316,-1123.34
13854,8,29,2278,8025.02,276.7248276,39,3.159292035,3,11,1,4,0.137931034,617.3092308,318.2946138,-35.3039011
13856,168,5,484,363.4,72.68,10,2.1875,4,13,1,2,0.4,181.7,123.460844,174.6
13858,57,1,75,216.17,216.17,11,0,3,16,1,0,0,216.17,0,0
13859,326,1,129,201.16,201.16,27,0,0,16,1,0,0,201.16,0,0
13860,1,6,589,1240,206.6666667,58,1.118421053,2,9,1,1,0.166666667,310,77.03955131,-14.488
13862,18,10,1682,2187.31,218.731,97,2.226950355,1,14,1,2,0.2,273.41375,92.08770446,-15.7275
13863,245,2,219,299.56,149.78,20,0.095238095,2,10,1,1,0.5,299.56,0,0
13865,58,4,204,501.56,125.39,26,7.965517241,2,8,1,0,0,125.39,24.52162855,-7.364
13866,74,1,57,145.67,145.67,7,0,0,14,1,0,0,145.67,0,0
13867,31,3,501,1005.09,335.03,51,3.169491525,0,12,1,0,0,335.03,170.231587,141.8
13869,123,4,1709,3083.65,770.9125,234,0.772277228,0,13,1,0,0,770.9125,515.6042567,368.537
13870,2,10,1320,2751.25,275.125,91,2.435897436,4,9,1,2,0.2,393.0357143,265.8272107,-67.30535714
13871,22,14,2801,6389.8,456.4142857,155,0.848664688,3,12,1,1,0.071428571,638.98,242.051917,20.58181818
13873,119,4,138,381.7,95.425,21,8.260869565,3,9,1,1,0.25,127.2333333,27.77932385,22.825
13874,358,1,180,540.45,540.45,18,0,3,18,1,0,0,540.45,0,0
13875,53,5,1316,1786.79,357.358,79,2.40776699,4,9,1,0,0,357.358,17.51134689,5.657
13876,63,1,36,122.7,122.7,7,0,4,10,1,0,0,122.7,0,0
13877,86,1,108,117.24,117.24,3,0,2,15,1,0,0,117.24,0,0
13878,54,1,463,1271.57,1271.57,35,0,6,12,1,0,0,1271.57,0,0
13880,21,13,1842,3219.77,247.6746154,125,2.109756098,1,14,1,0,0,321.977,194.9007814,41.26345455
13882,2,6,950,1131.28,188.5466667,54,0.953846154,3,12,1,1,0.166666667,377.0933333,266.9861499,-245.115
13883,1,9,1369,2542.25,282.4722222,109,2.124183007,3,10,1,4,0.444444444,508.45,506.1028799,-5.981
13884,7,6,297,781.3,130.2166667,45,4.677966102,6,13,1,1,0.166666667,260.4333333,78.00933171,28.575
13885,189,2,182,506.8,253.4,28,0.407407407,0,8,1,0,0,253.4,206.1216267,-291.5
13886,71,1,126,243.56,243.56,16,0,3,13,1,0,0,243.56,0,0
13887,204,1,147,349.55,349.55,19,0,3,17,1,0,0,349.55,0,0
13888,119,2,254,595.67,297.835,38,2.605263158,4,10,1,0,0,297.835,96.55543097,136.55
13889,92,1,146,416.9,416.9,15,0,3,9,1,0,0,416.9,0,0
13890,1,14,826,1860.86,132.9185714,74,3.159292035,3,9,1,4,0.285714286,310.1433333,280.7369941,105.1982857
13892,26,4,983,632.97,158.2425,26,8.461538462,3,16,1,0,0,210.99,265.2499695,3.34
13893,297,1,190,821.1,821.1,21,0,1,11,1,0,0,821.1,0,0
13894,22,5,339,535.97,107.194,25,9.931034483,2,9,1,2,0.4,267.985,165.5124843,234.07
13895,21,5,1364,2588.12,517.624,97,1.211864407,1,11,1,1,0.2,647.03,249.1186128,130.262
13897,50,1,200,311.16,311.16,17,0,3,14,1,0,0,311.16,0,0
13898,325,1,133,155.93,155.93,12,0,1,10,1,0,0,155.93,0,0
13899,16,2,156,388.52,194.26,19,14.33333333,3,9,1,0,0,194.26,147.4176217,-208.48
13900,183,3,430,740.95,246.9833333,42,1.880952381,1,12,1,0,0,246.9833333,206.7134762,-174.54
13901,72,5,1739,2867.2,573.44,144,1.662162162,0,12,1,0,0,573.44,563.3412706,1.003
13904,37,2,332,332.64,166.32,24,10.28,4,11,1,0,0,166.32,49.21463197,-69.6
13908,79,5,1469,2297.05,459.41,103,1.588709677,2,11,1,1,0.2,574.2625,257.8220511,170.371
13911,57,9,2731,2580.91,286.7677778,120,1.707482993,4,10,1,0,0,430.1516667,236.700334,-10.262
13914,3,3,379,613.95,204.65,28,1,0,10,1,1,0.333333333,306.975,451.8058778,-638.95
13917,49,2,228,272.04,136.02,16,8.352941176,4,9,1,0,0,136.02,99.90004605,141.28
13918,49,2,1140,1212.84,606.42,30,7.034482759,4,12,1,0,0,606.42,577.3102604,816.44
13919,53,3,435,314.16,104.72,23,2.266666667,2,10,0,1,0.333333333,157.08,53.83911032,-76.14
13922,351,1,93,172.25,172.25,7,0,3,10,1,0,0,172.25,0,0
13923,53,1,185,351.13,351.13,20,0,0,12,1,0,0,351.13,0,0
13924,1,11,1532,1682.08,152.9163636,91,0.522058824,2,15,1,5,0.454545455,420.52,193.9942104,-91.886
13925,36,6,327,616.65,102.775,28,2.227272727,3,12,1,2,0.333333333,154.1625,170.5735791,-106.349
13926,23,1,104,223.85,223.85,11,0,2,13,1,0,0,223.85,0,0
13927,74,1,214,348.99,348.99,21,0,0,12,1,0,0,348.99,0,0
13928,10,4,129,464.57,116.1425,23,4.730769231,1,12,1,0,0,154.8566667,73.47045415,67.46
13929,169,3,139,802.85,267.6166667,8,17.44444444,3,15,1,1,0.333333333,401.425,40.12830983,56.75
13930,57,2,274,337.34,168.67,15,4.9375,1,11,1,0,0,168.67,58.44944653,-82.66
13931,85,3,721,1230.93,410.31,56,3.362068966,0,10,1,1,0.333333333,615.465,335.5292387,474.51
13932,294,1,72,307.4,307.4,16,0,4,12,1,0,0,307.4,0,0
13933,109,2,205,608.79,304.395,23,1.772727273,3,13,1,0,0,304.395,4.81539718,6.81
13934,263,1,390,922.1,922.1,31,0,0,8,1,0,0,922.1,0,0
13936,171,2,324,361.28,180.64,26,0.307692308,0,8,1,1,0.5,361.28,0,0
13937,169,1,123,158.85,158.85,9,0,3,16,1,0,0,158.85,0,0
13938,35,1,70,71.66,71.66,7,0,4,14,1,0,0,71.66,0,0
13939,23,4,843,556.75,139.1875,43,6.4,1,11,1,1,0.25,185.5833333,17.65685231,2.82
13940,17,4,516,839.14,209.785,39,2.645833333,0,16,1,0,0,209.785,25.04659857,6.546
13941,21,7,2307,4912.41,701.7728571,24,7.630434783,1,9,1,2,0.285714286,818.735,493.4006089,9.887142857
13946,79,3,443,561.57,187.19,11,18.8,6,12,1,0,0,187.19,102.1624897,-67.125
13947,65,1,44,90.6,90.6,5,0,2,14,1,0,0,90.6,0,0
13948,360,1,40,102,102,3,0,1,10,1,0,0,102,0,0
13949,2,6,2474,2427.32,404.5533333,124,0.578616352,2,11,1,0,0,606.83,257.0888372,-156.324
13950,11,5,320,713.56,142.712,32,6.911764706,1,14,1,1,0.2,237.8533333,132.8314422,105.295
13951,176,3,459,674.45,224.8166667,38,3.105263158,6,13,1,0,0,224.8166667,73.31743608,-27.08
13953,7,7,2724,3515.68,502.24,8,18.15789474,1,10,1,0,0,502.24,123.5178994,-23.63142857
13954,1,3,141,378.59,126.1966667,24,2.379310345,3,10,1,1,0.333333333,126.1966667,162.5736465,-7.45
13955,154,2,154,322.96,161.48,33,4.71875,4,17,1,0,0,161.48,61.68799559,-87.24
13956,5,5,486,1019.27,203.854,123,1.821917808,6,16,1,0,0,203.854,105.0970163,8.841
13958,372,1,-23,-102.45,-102.45,5,0,3,17,1,1,1,-102.45,0,0
13959,79,3,355,594.04,198.0133333,79,3.179775281,2,15,1,0,0,198.0133333,68.49918637,20.93
13960,21,2,142,230.22,115.11,11,4.545454545,4,15,1,0,0,115.11,18.37063418,-25.98
13962,21,2,87,169.55,84.775,11,22.4,4,11,1,0,0,84.775,46.42156018,-65.65
13963,308,4,460,664.54,166.135,35,1.735294118,1,11,1,0,0,221.5133333,96.14164048,15.425
13967,145,1,42,80.7,80.7,2,0,6,12,1,0,0,80.7,0,0
13969,7,20,4469,8956.92,447.846,334,0.5728,3,15,1,2,0.1,814.2654545,674.8976084,156.7783636
13971,8,11,1818,2702.22,245.6563636,118,1.76433121,0,12,1,3,0.272727273,337.7775,194.2211615,-14.875
13972,70,2,187,190.25,95.125,15,9.357142857,6,11,1,0,0,95.125,71.80669363,-101.55
13973,287,1,109,264.7,264.7,11,0,4,15,1,0,0,264.7,0,0
13974,49,1,249,413.59,413.59,28,0,4,14,1,0,0,413.59,0,0
13975,31,7,1690,2438.19,348.3128571,240,0.742424242,1,13,1,1,0.142857143,487.638,336.7291166,77.097
13976,206,1,154,357.98,357.98,10,0,1,9,1,0,0,357.98,0,0
13978,14,2,315,196.79,98.395,14,2.214285714,1,15,1,0,0,98.395,85.69427081,-121.19
13979,73,1,639,869.87,869.87,54,0,1,13,1,0,0,869.87,0,0
13980,60,1,172,200.14,200.14,11,0,0,13,1,0,0,200.14,0,0
13982,39,5,1132,1861.11,372.222,72,2.859649123,0,13,1,1,0.2,465.2775,135.3383297,47.965
13983,29,13,1170,2590.46,199.2661538,91,3.036036036,0,14,1,1,0.076923077,287.8288889,95.77840955,-9.4815
13984,26,6,271,488.03,81.33833333,14,21.25,2,15,1,1,0.166666667,81.33833333,281.3873483,-34.76028571
13985,4,16,3437,7024.53,439.033125,108,0.742857143,2,13,1,1,0.0625,780.5033333,588.0812667,101.1798333
13986,17,1,430,320.46,320.46,12,0,1,15,1,0,0,320.46,0,0
13988,19,9,3025,4098.8,455.4222222,188,0.987394958,2,10,1,3,0.333333333,683.1333333,300.7226042,-27.58114286
13989,65,2,1313,1266.08,633.04,33,4.35,3,15,1,0,0,633.04,372.8291214,-527.26
13990,213,1,190,311.3,311.3,16,0,1,15,1,0,0,311.3,0,0
13991,12,7,992,846.54,120.9342857,57,1.597560976,6,13,1,1,0.142857143,211.635,77.86778303,54.888
13992,30,1,64,76.8,76.8,5,0,2,15,1,0,0,76.8,0,0
13993,32,12,891,3394.66,282.8883333,65,2.422764228,2,12,1,3,0.25,377.1844444,239.2482897,-6.975666667
13994,3,6,932,2274.14,379.0233333,122,0.986394558,0,15,1,0,0,454.828,526.1172731,90.148
13995,15,6,867,1383.49,230.5816667,55,2.674418605,3,8,1,1,0.166666667,276.698,97.06465304,-27.12
13999,10,15,2231,3865.26,257.684,102,1.663507109,0,11,1,3,0.2,386.526,164.0059695,24.53793939
14000,206,2,707,633.71,316.855,15,0.333333333,3,16,1,1,0.5,633.71,0,0
14001,45,3,962,2043.08,681.0266667,34,8.631578947,1,9,1,0,0,681.0266667,356.2891446,216.35
14002,134,2,877,529.73,264.865,47,0.47826087,3,15,1,0,0,529.73,0,0
14004,43,7,2668,4582.64,654.6628571,102,1.441176471,3,12,1,0,0,916.528,337.4809059,5.315
14005,9,5,2478,2874.72,574.944,53,2.481927711,2,10,1,0,0,574.944,743.998583,355.658
14006,115,3,641,962.19,320.73,22,6.793103448,1,16,1,0,0,320.73,32.04721049,-2.17
14009,198,3,361,685.93,228.6433333,42,0.162790698,2,13,1,1,0.333333333,685.93,0,0
14012,277,1,160,328.8,328.8,11,0,0,12,1,0,0,328.8,0,0
14013,110,3,462,473.02,157.6733333,30,5,6,15,1,0,0,157.6733333,40.41230176,40.36
14014,77,1,1076,505.18,505.18,39,0,4,13,1,0,0,505.18,0,0
14015,52,1,378,917.34,917.34,20,0,1,10,1,0,0,917.34,0,0
14019,46,4,1034,1398.96,349.74,37,1.373134328,6,15,1,1,0.25,466.32,134.1067325,118.395
14020,16,2,441,642.8,321.4,37,1.894736842,2,9,1,0,0,321.4,13.7744401,-19.48
14021,155,3,192,631.9,210.6333333,22,4.80952381,3,13,1,0,0,210.6333333,86.89616409,-34.35
14022,225,1,487,440,440,28,0,3,14,1,0,0,440,0,0
14023,7,2,345,584.07,292.035,30,8.1,6,15,1,0,0,292.035,26.72156526,37.79
14024,121,2,150,327.7,163.85,16,0.2,6,13,1,0,0,327.7,0,0
14027,60,1,62,104.82,104.82,6,0,0,9,1,0,0,104.82,0,0
14029,63,2,198,467.66,233.83,15,5.785714286,4,14,1,0,0,233.83,97.05747679,137.26
14030,18,8,1478,2358.84,294.855,210,1.443983402,0,16,1,0,0,393.14,198.5066129,-38.42628571
14032,2,18,2008,2929.84,162.7688889,53,2.410596026,1,11,1,7,0.388888889,366.23,165.0139756,-14.91095238
14034,22,4,312,509.09,127.2725,82,1.534090909,3,14,1,1,0.25,254.545,112.5219021,-159.13
14035,28,5,738,1413.02,282.604,40,4.203125,6,15,1,0,0,282.604,100.2197769,-11.11
14036,284,1,268,626.65,626.65,38,0,0,9,1,0,0,626.65,0,0
14037,176,2,46,147.2,73.6,27,6.962962963,4,11,1,0,0,73.6,54.02295808,-76.4
14038,78,4,963,1554.48,388.62,64,1.402173913,0,14,1,1,0.25,518.16,174.4123149,-118.23
14039,33,1,92,152.2,152.2,6,0,6,13,1,0,0,152.2,0,0
14040,40,14,1515,3491.64,249.4028571,146,1.248927039,6,12,1,2,0.142857143,436.455,287.4203728,-5.701428571
14041,266,1,94,141.41,141.41,21,0,4,13,1,0,0,141.41,0,0
14044,26,4,304,646.42,161.605,165,1.380487805,6,14,1,0,0,161.605,35.97623336,-15.35
14045,109,4,535,1659.75,414.9375,4,52.8,3,8,1,0,0,553.25,324.820639,40.8
14046,284,1,443,151.59,151.59,13,0,0,14,1,0,0,151.59,0,0
14047,8,7,377,1290.01,184.2871429,22,11.03030303,3,11,1,2,0.285714286,258.002,146.9167183,46.86
14048,277,2,274,375.13,187.565,84,0.32183908,0,14,1,1,0.5,187.565,314.4715988,-444.73
14049,16,6,3784,5536.15,922.6916667,352,0.609311741,2,11,1,2,0.333333333,1384.0375,946.3000195,209.931
14050,31,2,689,746.36,373.18,49,1.41509434,3,13,1,0,0,373.18,159.5232898,-225.6
14051,0,26,3740,15462.34,594.7053846,51,1.718309859,1,10,1,3,0.115384615,1189.410769,694.9764456,75.64478022
14052,19,1,89,225.36,225.36,56,0,6,12,1,0,0,225.36,0,0
14053,124,2,215,260.25,130.125,2,11.66666667,6,12,1,0,0,130.125,34.11790219,-48.25
14054,65,1,62,92.46,92.46,6,0,2,15,1,0,0,92.46,0,0
14055,106,1,216,725.64,725.64,10,0,3,15,1,0,0,725.64,0,0
14057,23,18,4705,6141.1,341.1722222,179,1.166089965,1,12,1,1,0.055555556,558.2818182,280.9860267,-3.594636364
14059,266,1,128,183.6,183.6,8,0,4,10,1,0,0,183.6,0,0
14060,4,20,5374,6135.38,306.769,86,1.821782178,2,12,1,1,0.05,471.9523077,261.2237984,-14.82934066
14062,9,12,5593,10464.85,872.0708333,60,3.227272727,3,15,1,0,0,1308.10625,473.1595078,-25.31440476
14064,29,7,1334,1168.92,166.9885714,59,3.141025641,3,13,1,2,0.285714286,233.784,255.4791125,-25.579
14066,266,1,45,152.55,152.55,7,0,4,12,1,0,0,152.55,0,0
14067,63,2,361,374.7,187.35,51,0.647058824,4,10,1,0,0,187.35,52.77845015,-74.64
14068,320,1,73,265.85,265.85,22,0,6,16,1,0,0,265.85,0,0
14071,3,9,861,1291.34,143.4822222,270,0.79331307,1,12,1,1,0.111111111,258.268,250.7577045,20.777
14073,21,2,128,139.54,69.77,13,0.846153846,0,15,1,1,0.5,139.54,0,0
14075,4,3,754,942.26,314.0866667,33,6.119047619,2,16,1,0,0,314.0866667,5.354711321,4.43
14076,129,1,79,118.67,118.67,43,0,1,15,1,0,0,118.67,0,0
14077,40,5,268,499.42,99.884,33,5.707317073,3,15,1,0,0,99.884,30.39591798,0.502
14078,101,6,310,1049.37,174.895,46,4.25,2,12,1,0,0,174.895,50.13895601,16.93228571
14079,124,1,301,375.1,375.1,12,0,6,12,1,0,0,375.1,0,0
14080,32,1,48,45.6,45.6,4,0,0,11,1,0,0,45.6,0,0
14081,267,4,589,891.77,222.9425,126,0.671052632,3,16,1,2,0.5,297.2566667,276.560161,-221.71
14082,364,1,110,182.25,182.25,28,0,4,11,1,0,0,182.25,0,0
14083,4,9,705,1002.9,111.4333333,162,2.085227273,0,13,1,0,0,167.15,224.832244,4.643428571
14085,2,19,3176,4408.54,232.0284211,272,0.816964286,3,13,1,1,0.052631579,440.854,293.496451,-43.71587879
14087,2,2,249,178.72,89.36,62,0,2,12,1,1,0.5,178.72,0,0
14089,56,1,133,158.75,158.75,13,0,4,10,1,0,0,158.75,0,0
14092,7,17,2061,4063.1,239.0058824,117,1.689814815,2,12,1,3,0.176470588,338.5916667,160.2429666,10.53566434
14093,12,1,391,433.86,433.86,95,0,6,16,1,0,0,433.86,0,0
14098,36,1,104,147.35,147.35,21,0,3,10,1,0,0,147.35,0,0
14099,16,12,2177,3092.97,257.7475,167,1.346613546,2,11,1,1,0.083333333,309.297,118.4667181,10.56963636
14100,137,1,63,191.95,191.95,24,0,0,11,1,0,0,191.95,0,0
14101,73,6,6942,5976.79,996.1316667,15,7.441176471,4,12,1,0,0,996.1316667,187.6770516,9.939142857
